player1boxes,player2boxes,ballpositions,ballvelocities
"(1008.0, 631.0, 1122.0, 815.0)","(736.4554193137791, 166.90309093526704, 793.3625592814204, 242.63266174872135)","(720.0, 339.0)",742.1590126111789
"(1009.0, 630.0, 1122.0, 816.0)","(737.0743878617868, 167.43495675018806, 793.630393224829, 242.4959236516139)","(711.0, 336.0)",569.2099788303083
"(1012.0, 630.0, 1119.0, 815.0)","(737.1505518027986, 167.73281900452372, 793.4290673875855, 242.4116834570363)","(705.0, 339.0)",402.49223594996215
"(1013.0, 630.0, 1116.0, 813.0)","(737.4023554645026, 168.0239566784574, 793.3421627918284, 242.44108048604278)","(None, None)",849.0583018850944
"(1011.0, 629.0, 1114.0, 812.0)","(738.1761332384519, 167.14982612696087, 793.3703208749976, 241.91982347075668)","(681.0, 324.0)",849.0583018850944
"(1012.0, 629.0, 1114.0, 813.0)","(738.6850655575417, 166.8061572582443, 793.3319950977657, 241.8048730626786)","(684.0, 312.0)",742.1590126111789
"(1011.0, 627.0, 1113.0, 810.0)","(738.4384774760041, 166.562908835078, 792.8185509188123, 242.01725214813493)","(678.0, 297.0)",969.3296652842107
"(1014.0, 624.0, 1109.0, 815.0)","(737.1506155591328, 165.96893080789806, 791.9680391285312, 242.17716087203002)","(672.0, 282.0)",969.3296652842107
"(1012.0, 621.0, 1111.0, 815.0)","(736.6874980015148, 165.14719201484405, 791.5750277622271, 241.99060482486942)","(666.0, 276.0)",509.11688245431424
"(1012.0, 620.0, 1113.0, 813.0)","(736.5564203630948, 165.0837995126941, 791.7329657805627, 241.8780941302793)","(657.0, 267.0)",763.6753236814714
"(1013.0, 624.0, 1113.0, 809.0)","(735.897786288783, 164.7946703609237, 790.8526806044254, 243.1049587342008)","(654.0, 252.0)",917.8235124467012
"(1013.0, 616.0, 1110.0, 810.0)","(735.4813858336194, 163.89792785763655, 790.2370387463476, 242.3900382783711)","(645.0, 243.0)",763.6753236814714
"(1015.0, 614.0, 1109.0, 810.0)","(734.5988561261149, 163.31703231126323, 788.7556729569255, 242.14021391776276)","(642.0, 234.0)",569.2099788303083
"(1016.0, 616.0, 1108.0, 810.0)","(733.9414531326258, 162.79688309064767, 787.3549459394205, 241.88314124903428)","(636.0, 222.0)",804.9844718999243
"(1017.0, 615.0, 1107.0, 811.0)","(733.5895824098567, 162.03117142128616, 786.3068888331978, 241.50774636685657)","(630.0, 213.0)",648.9992295835181
"(1017.0, 611.0, 1105.0, 811.0)","(733.8304743685391, 161.53044645100144, 785.1570902061732, 241.41821425377205)","(627.0, 210.0)",254.55844122715712
"(1016.0, 610.0, 1104.0, 809.0)","(734.1597877559634, 161.0956017124231, 783.6809917792134, 241.60075724429362)","(621.0, 204.0)",509.11688245431424
"(1016.0, 608.0, 1103.0, 809.0)","(734.6023045357482, 160.34833788484454, 782.8787012481395, 241.51137920660742)","(615.0, 192.0)",804.9844718999243
"(1016.0, 607.0, 1102.0, 808.0)","(734.7554350319438, 159.76377697927683, 782.5640268970997, 242.057506000234)","(609.0, 189.0)",402.49223594996215
"(1016.0, 607.0, 1101.0, 803.0)","(734.6248498176768, 159.0922152164838, 781.7198528897464, 242.49562954143812)","(612.0, 189.0)",180.0
"(1016.0, 607.0, 1099.0, 800.0)","(734.8877129163409, 158.60218699051205, 781.4944439803423, 243.0886700778965)","(None, None)",702.9224708315988
"(1015.0, 607.0, 1098.0, 800.0)","(735.2957537164108, 158.16342064846307, 781.2280777692439, 243.62977865976907)","(597.0, 171.0)",702.9224708315988
"(1015.0, 606.0, 1097.0, 800.0)","(735.6914287212155, 158.22027296915067, 781.0345199836022, 244.6009826940559)","(591.0, 159.0)",804.9844718999243
"(1014.0, 606.0, 1096.0, 799.0)","(736.5914933367613, 158.085788387544, 780.8935431607309, 245.47941684270504)","(None, None)",450.0
"(1012.0, 606.0, 1095.0, 797.0)","(736.8620229228084, 158.1462290137697, 781.1822372659544, 245.7457057008936)","(579.0, 150.0)",450.0
"(1012.0, 606.0, 1093.0, 797.0)","(737.271955174104, 158.51626843955802, 781.6763910991012, 246.0527136209813)","(573.0, 150.0)",360.0
"(1014.0, 605.0, 1090.0, 796.0)","(737.5582194420232, 158.7884423746512, 781.8490912455089, 245.93009946226096)","(570.0, 144.0)",402.49223594996215
"(1014.0, 606.0, 1088.0, 795.0)","(738.0055923668816, 159.17263364151458, 782.1653243714703, 245.97120502355878)","(570.0, 138.0)",360.0
"(1014.0, 605.0, 1084.0, 797.0)","(737.7577670657066, 158.51141792994372, 781.8339284426405, 244.53049165710843)","(561.0, 135.0)",569.2099788303083
"(1013.0, 602.0, 1082.0, 797.0)","(737.4881906103728, 158.3999664366247, 781.7082276471563, 243.8413591455681)","(564.0, 132.0)",254.55844122715712
"(1012.0, 602.0, 1080.0, 796.0)","(737.2639215964165, 158.45018255086782, 781.8204668203269, 243.58837840826962)","(558.0, 129.0)",402.49223594996215
