,p2dist
327,6.876207396535812
328,6.9237183845139985
329,6.976837283912698
330,7.024802932852883
331,7.060283568248838
332,7.080049334014604
333,7.089367005353483
334,7.1040995373133455
335,7.137042480256289
336,7.179230031538354
337,7.221417582820419
338,7.241183348586184
339,7.268348795260675
340,7.301291738203617
341,7.325047232192711
342,7.360527867588666
343,7.398945610703653
344,7.44645659868184
345,7.493967586660026
346,7.541478574638212
347,7.588066931332605
348,7.632264527212196
349,7.685383426610896
350,7.7333490755510805
351,7.780860063529267
352,7.8138030064722095
353,7.826980183649387
354,7.836297854988266
355,7.854933197666023
356,7.890413833061978
357,7.918366847078614
358,7.955637532434129
359,7.979393026423222
360,8.006558473097712
361,8.0449762162127
362,8.077919159155643
363,8.097684924921408
364,8.124039279275763
365,8.143805045041528
366,8.164639991547263
367,8.18327533422502
368,8.198007866184883
369,8.21664320886264
370,8.237478155368375
371,8.26543116938501
372,8.289186663374103
373,8.312942157363198
374,8.34588510030614
375,8.393396088284327
376,8.426339031227268
377,8.464756774342257
378,8.4976997172852
379,8.518534663790934
380,8.547999727710662
381,8.571755221699755
382,8.601220285619481
383,8.61439746279666
384,8.633032805474416
385,8.646209982651595
386,8.675675046571321
387,8.722263403265714
